City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,shohimardon,39.9839,71.8028,45.37,66,100,1.88,UZ,1700332301
280,aral,40.5156,81.2636,41.94,18,100,4.56,CN,1700332302
281,wulingyuan,29.3494,110.5441,50.83,86,38,3.49,CN,1700332304
282,molde,62.7375,7.1591,35.71,74,99,11.5,NO,1700332305
283,doha,25.2867,51.5333,76.98,71,0,11.5,QA,1700332130
284,saynshand,44.8824,110.1163,21.43,81,8,4.34,MN,1700332306
285,la manga del mar menor,37.6413,-0.7165,64.26,88,0,0.0,ES,1700332307
286,porto novo,6.4965,2.6036,84.02,81,65,6.64,BJ,1700332174
287,torit,4.4133,32.5678,76.05,83,34,2.62,SS,1700332308
288,narvik,68.4384,17.4272,30.81,92,93,1.9,NO,1700332309
289,ingeniero jacobacci,-41.3427,-69.5448,57.63,30,5,37.04,AR,1700332311
290,essaouira,31.5125,-9.77,69.3,56,0,3.44,MA,1700332312
291,kas,36.2018,29.6377,61.92,58,62,21.7,TR,1700332313
292,chingirlau,51.095,54.0814,25.43,60,0,6.29,KZ,1700332314
293,manismata,-2.4667,111.0333,74.59,98,92,2.06,ID,1700332315
294,portel,-1.9356,-50.8211,99.27,31,93,4.59,BR,1700332315
295,baise city,23.8997,106.6133,60.08,62,42,2.17,CN,1700332316
296,mathba,22.2855,89.9629,70.14,90,16,3.53,BD,1700332317
297,kailua-kona,19.6406,-155.9956,79.5,75,0,4.61,US,1700332318
298,ciudad del carmen,18.6333,-91.8333,75.24,100,100,0.0,MX,1700332052
299,cabo san lucas,22.8909,-109.9124,90.61,58,0,3.0,MX,1700332063
300,smithers,54.7804,-127.1743,34.12,100,100,3.44,CA,1700332218
301,santa ana,33.7456,-117.8678,70.45,80,75,4.61,US,1700332219
302,carmi,38.0909,-88.1587,53.69,43,0,0.0,US,1700332321
303,dalhart,36.0595,-102.5133,65.5,37,0,19.3,US,1700332322
304,la passe,45.5549,-0.8967,56.98,88,100,9.64,FR,1700332166
305,lihue,21.9789,-159.3672,72.45,86,100,5.75,US,1700332311
306,howard springs,-12.497,131.047,80.51,90,35,3.58,AU,1700332325
307,karasuk,53.7377,78.0403,43.29,66,100,27.87,RU,1700332326
308,aykhal,66.0,111.5,4.98,96,100,8.34,RU,1700332327
309,remire-montjoly,4.9167,-52.2667,84.24,79,75,12.66,GF,1700332328
310,el granada,37.5027,-122.4694,65.43,91,100,16.11,US,1700332329
311,copiapo,-27.3667,-70.3333,64.09,19,0,10.92,CL,1700332235
312,khandyga,62.6667,135.6,9.23,97,100,2.1,RU,1700332218
313,mount isa,-20.7333,139.5,82.17,42,97,11.5,AU,1700332215
314,cancun,21.1743,-86.8466,82.33,69,40,8.05,MX,1700332195
315,trubchevsk,52.5798,33.7644,25.77,70,5,4.29,RU,1700332333
316,nemuro,43.3236,145.575,43.48,69,42,20.92,JP,1700332334
317,ponta delgada,37.7333,-25.6667,67.19,82,40,9.22,PT,1700332335
318,beyneu,45.3167,55.2,45.72,72,90,3.91,KZ,1700332253
319,zhangye,38.9342,100.4517,40.59,17,0,6.06,CN,1700332338
320,levuka,50.1834,-105.4011,49.71,63,1,6.26,CA,1700332340
321,urmary,55.6789,47.944,19.65,74,8,6.91,RU,1700332341
322,mytilene,39.11,26.5547,49.82,71,40,5.75,GR,1700332341
323,busan,35.1028,129.0403,35.58,64,0,2.3,KR,1700332265
324,port douglas,-16.4833,145.4667,76.46,71,88,9.35,AU,1700332343
325,puerto lempira,15.2667,-83.7667,86.14,70,20,9.22,HN,1700332165
326,kapa'a,22.0752,-159.319,73.18,89,100,5.75,US,1700332345
327,aldinga beach,-35.2793,138.4604,60.62,90,2,6.96,AU,1700332346
328,whangarei,-35.7317,174.3239,63.37,97,99,8.97,NZ,1700332346
329,moussoro,13.6408,16.4901,82.49,13,100,13.04,TD,1700332337
330,ulsteinvik,62.3432,5.8487,41.13,67,100,13.0,NO,1700332348
331,letlhakeng,-24.0944,25.0298,74.16,56,8,8.19,BW,1700332349
332,berezovyy,51.6667,135.7,22.93,83,100,2.04,RU,1700332350
333,zaozersk,69.4005,32.4476,13.51,90,50,7.16,RU,1700332351
334,dolores,-36.3132,-57.6792,69.19,23,0,18.16,AR,1700332351
335,hammerfest,70.6634,23.6821,28.85,86,75,8.05,NO,1700332353
336,lumberton,34.6182,-79.0086,77.83,44,0,9.22,US,1700332060
337,dalandzadgad,43.5708,104.425,36.84,22,11,4.68,MN,1700332354
338,tezpur,26.6333,92.8,64.2,91,0,4.54,IN,1700332355
339,flying fish cove,-10.4217,105.6791,76.68,83,75,9.22,CX,1700332356
340,saldanha,-33.0117,17.9442,66.25,87,100,6.33,ZA,1700332357
341,azogues,-2.7333,-78.8333,76.95,72,90,4.59,EC,1700332358
342,porto velho,-8.7619,-63.9039,93.25,49,40,8.05,BR,1700332359
343,gaspe,48.8334,-64.4819,39.11,93,100,5.75,CA,1700332206
344,chanika,-5.4167,38.0167,69.82,98,61,3.62,TZ,1700332360
345,sao gabriel da cachoeira,-0.1303,-67.0892,94.8,55,40,2.3,BR,1700332309
346,howrah,22.5892,88.3103,73.4,88,40,0.0,IN,1700332362
347,lorengau,-2.0226,147.2712,80.78,84,18,8.39,PG,1700332362
348,klishkivtsi,48.4316,26.2623,35.55,86,100,6.78,UA,1700332363
349,pacific grove,36.6177,-121.9166,64.65,87,75,13.0,US,1700332323
350,alo,7.4178,6.7371,83.79,52,100,1.66,NG,1700332365
351,dalnerechensk,45.9339,133.7225,13.6,92,32,8.48,RU,1700332365
352,carutapera,-1.195,-46.02,85.98,65,100,11.25,BR,1700332367
353,huanren,41.2647,125.3667,25.32,74,88,4.38,CN,1700332368
354,kiama,-34.6833,150.8667,63.57,77,97,10.0,AU,1700332369
355,taro,-8.3862,115.28,73.4,91,46,0.27,ID,1700332369
356,puerto ayora,-0.7393,-90.3518,85.96,86,81,5.01,EC,1700332134
357,bardai,11.65,7.2333,75.2,16,65,9.44,NG,1700332371
358,mukalla,14.5425,49.1242,80.19,77,4,6.08,YE,1700332372
359,qianzhou,28.3167,109.7167,56.8,77,98,1.01,CN,1700332372
360,wasagu,11.3764,5.7954,79.16,18,4,6.69,NG,1700332373
361,sparti,37.0733,22.4297,54.95,74,6,4.68,GR,1700332374
362,igarka,67.4667,86.5833,-0.24,97,100,9.89,RU,1700332375
363,bijie,27.3125,105.2942,45.79,84,100,1.32,CN,1700332375
364,rawson,-43.3002,-65.1023,62.24,30,100,19.15,AR,1700332376
365,geraldton,-28.7667,114.6,63.01,59,0,9.22,AU,1700332261
366,vernon,50.2581,-119.2691,39.61,86,100,6.91,CA,1700332245
367,punta del este,-34.9667,-54.95,68.11,47,0,31.0,UY,1700332378
368,holly springs,35.6513,-78.8336,75.09,46,0,5.99,US,1700332379
369,caluula,11.9661,50.7569,80.91,77,99,14.7,SO,1700332380
370,bereznik,62.8551,42.7072,18.59,94,94,6.82,RU,1700332381
371,comacchio,44.6975,12.1858,46.06,53,3,3.91,IT,1700332381
372,bodaybo,57.8506,114.1933,21.31,97,100,2.84,RU,1700332382
373,sinabang,2.4803,96.3801,79.25,86,100,3.11,ID,1700332383
374,fortuna,40.5982,-124.1573,59.92,93,40,18.41,US,1700332384
375,port macquarie,-31.4333,152.9167,52.9,88,91,4.9,AU,1700332385
376,barentu,15.1139,37.5928,79.5,57,93,8.7,ER,1700332386
377,vorkuta,67.5,64.0,-3.78,100,100,2.39,RU,1700332387
378,tazacorte,28.629,-17.9293,72.57,78,20,9.22,ES,1700332387
379,neryungri,56.6709,124.6491,9.88,98,92,3.78,RU,1700332388
380,puerto armuelles,8.2833,-82.8667,85.98,96,100,3.0,PA,1700332389
381,coquimbo,-29.9533,-71.3436,62.33,77,20,17.27,CL,1700332162
382,degollado,20.467,-102.1498,79.43,17,0,5.59,MX,1700332390
383,st. thomas,42.7736,-81.1804,45.73,50,10,13.2,CA,1700332391
384,khodzha-maston,38.7446,68.627,47.62,60,100,8.37,TJ,1700332392
385,uliastay,47.7417,96.8444,25.05,66,100,7.29,MN,1700332393
386,lynchburg,37.4138,-79.1423,69.94,43,0,10.36,US,1700332228
387,susuman,62.7833,148.1667,-22.14,99,82,0.67,RU,1700332394
388,chiredzi,-21.05,31.6667,81.91,26,86,6.69,ZW,1700332395
389,satipo,-11.2522,-74.6386,85.46,58,100,2.1,PE,1700332396
390,mahdia,35.5047,11.0622,67.95,58,33,22.3,TN,1700332397
391,vila franca do campo,37.7167,-25.4333,66.88,99,100,5.39,PT,1700332398
392,bonthe,7.5264,-12.505,77.81,82,100,4.09,SL,1700332399
393,kununurra,-15.7667,128.7333,78.78,89,21,4.61,AU,1700332399
394,yanam,16.7333,82.2167,77.92,78,91,5.46,IN,1700332400
395,mingshui,36.7167,117.5,43.27,59,0,9.28,CN,1700332401
396,ust-nera,64.5667,143.2,-12.62,100,91,2.91,RU,1700332402
397,kaka,37.3482,59.6143,55.2,61,10,4.65,TM,1700332402
398,portland,45.5234,-122.6762,52.0,68,40,14.0,US,1700331990
399,bismarck,46.8083,-100.7837,52.81,56,0,3.44,US,1700332404
400,trincomalee,8.5711,81.2335,79.29,85,100,9.66,LK,1700332405
401,kidatu,-7.6992,36.9572,76.21,85,42,1.63,TZ,1700332406
402,uturoa,-16.7333,-151.4333,78.13,77,76,21.18,PF,1700332407
403,luanda,-8.8368,13.2343,80.6,83,20,2.3,AO,1700332202
404,port lincoln,-34.7333,135.8667,55.54,89,16,8.97,AU,1700332179
405,debre tabor,11.85,38.0167,57.74,79,100,2.13,ET,1700332409
406,abu dhabi,24.4667,54.3667,81.95,58,0,3.44,AE,1700332410
407,horta,38.5333,-28.6333,60.44,94,75,6.91,PT,1700332345
408,three points,32.0767,-111.3137,76.37,60,100,12.01,US,1700332412
409,george town,5.4112,100.3354,80.53,82,20,6.91,MY,1700332251
410,happy valley-goose bay,53.3168,-60.3315,35.91,60,20,2.3,CA,1700332413
411,cabedelo,-6.9811,-34.8339,84.87,65,7,13.2,BR,1700332160
412,sorsk,54.0033,90.2467,34.14,99,99,7.87,RU,1700332416
413,champerico,14.3,-91.9167,91.94,71,8,5.77,GT,1700332416
414,swift current,50.2834,-107.8014,54.41,43,0,8.05,CA,1700332417
415,upper grand lagoon,30.1633,-85.7408,78.04,65,0,11.5,US,1700332418
416,xinglongshan,43.9561,125.4661,26.35,74,0,13.42,CN,1700332419
417,touros,-5.1989,-35.4608,82.35,71,0,15.68,BR,1700332420
418,queenstown,-31.8976,26.8753,66.43,48,28,2.77,ZA,1700332143
419,chardon,41.6142,-81.149,46.58,63,1,8.99,US,1700332423
420,christchurch,-43.5333,172.6333,54.91,88,40,2.3,NZ,1700332161
421,trairi,-3.2778,-39.2689,83.46,70,9,14.14,BR,1700332425
422,usakos,-22.0,15.6,82.42,34,2,8.93,NA,1700332283
423,aoulef,26.9667,1.0833,75.67,20,0,10.6,DZ,1700332426
424,yavatmal,20.4,78.1333,69.01,56,0,3.4,IN,1700332427
425,pacasmayo,-7.4006,-79.5714,71.65,76,91,11.03,PE,1700332428
426,lobujya,27.95,86.8167,17.19,41,0,4.14,NP,1700332428
427,ierapetra,35.01,25.7353,67.14,57,4,10.0,GR,1700332429
428,kuqa,41.7278,82.9364,39.2,38,16,3.89,CN,1700332430
429,namtsy,62.7161,129.6658,-11.27,99,89,5.28,RU,1700332431
430,ewo,-0.8725,14.8206,74.55,92,100,0.78,CG,1700332432
431,morant bay,17.8815,-76.4093,85.62,79,94,2.42,JM,1700332433
432,tokar,18.4254,37.729,83.3,75,99,7.27,SD,1700332304
433,merizo village,13.2658,144.6691,82.13,94,54,16.02,GU,1700332434
434,kudahuvadhoo,2.6708,72.8944,82.85,75,36,8.88,MV,1700332435
435,galappo,-4.2667,35.85,70.23,71,83,8.21,TZ,1700332436
436,kulsheim,49.6697,9.5225,43.03,91,100,10.4,DE,1700332436
437,tuy hoa,13.0833,109.3,72.64,85,100,11.81,VN,1700332298
438,la possession,-20.9289,55.3351,73.38,68,100,3.44,RE,1700332438
439,pathein,16.7833,94.7333,74.5,89,50,2.48,MM,1700332439
440,sydney,-33.8679,151.2073,62.71,83,11,4.61,AU,1700332390
441,zyryanovsk,49.7386,84.2719,35.55,90,100,2.39,KZ,1700332441
442,sisimiut,66.9395,-53.6735,30.34,70,100,17.13,GL,1700332442
443,kavaratti,10.5669,72.642,83.61,72,91,5.37,IN,1700332160
444,ujae,8.9322,165.7642,83.19,76,36,16.8,MH,1700332444
445,irlam,53.4425,-2.4232,56.75,82,75,10.36,GB,1700332445
446,kuusamo,65.9667,29.1833,21.24,93,75,6.91,FI,1700332445
447,manokwari,-0.8667,134.0833,78.4,84,59,3.36,ID,1700332406
448,podgornoye,51.735,39.1496,28.65,74,100,6.71,RU,1700332447
449,new norfolk,-42.7826,147.0587,52.72,96,100,1.25,AU,1700332448
450,jalakandapuram,11.6978,77.873,72.59,85,37,4.36,IN,1700332449
451,tura,25.5198,90.2201,64.72,94,0,2.66,IN,1700332450
452,ulanhot,46.0833,122.0833,23.85,74,4,9.62,CN,1700332451
453,saudarkrokur,65.7461,-19.6394,33.69,79,100,2.15,IS,1700332193
454,el porvenir,13.7617,-87.3458,83.53,61,78,4.14,HN,1700332452
455,sabha,27.0377,14.4283,66.65,36,0,3.74,LY,1700332453
456,mili,6.0815,171.735,83.25,78,31,13.67,MH,1700332455
457,port augusta,-32.5,137.7667,63.81,56,73,9.69,AU,1700332417
458,maryborough,-25.5333,152.7,65.48,82,74,3.56,AU,1700332457
459,mariehamn,60.0973,19.9348,28.26,86,100,1.14,AX,1700332458
460,mount pearl,47.5166,-52.7813,52.84,89,75,19.57,CA,1700332341
461,ulladulla,-35.35,150.4667,50.77,87,0,4.09,AU,1700332459
462,mar del plata,-38.0023,-57.5575,66.83,47,75,18.41,AR,1700332434
463,nadi,-17.8,177.4167,77.0,83,40,8.05,FJ,1700332461
464,coihueco,-36.6167,-71.8333,59.74,59,75,4.61,CL,1700332461
465,mumford,5.2618,-0.759,80.4,81,99,6.17,GH,1700332462
466,eyl,7.9803,49.8164,81.57,75,70,14.38,SO,1700332463
467,zadar,44.1197,15.2422,45.21,81,20,4.61,HR,1700332464
468,salinopolis,-0.6136,-47.3561,84.92,70,100,12.03,BR,1700332465
469,turpan,42.9333,89.1667,38.91,49,1,1.57,CN,1700332466
470,rincon,32.296,-81.2354,76.96,53,40,8.05,US,1700332467
471,saurimo,-9.6608,20.3916,68.2,92,100,1.83,AO,1700332468
472,xiaoweizhai,26.1903,107.5125,52.9,62,100,1.63,CN,1700332468
473,pangody,65.85,74.4859,-3.08,99,98,7.81,RU,1700332469
474,tambov,52.7317,41.4339,27.86,82,0,10.0,RU,1700332470
475,lauro de freitas,-12.8944,-38.3272,84.22,74,40,19.57,BR,1700332471
476,balqash,46.8481,74.995,43.84,67,100,23.91,KZ,1700332471
477,jinghong,21.991,100.7341,61.61,96,100,2.46,CN,1700332472
478,lata,40.1629,-8.3327,61.92,90,1,1.07,PT,1700332211
479,aitape,-3.1374,142.3475,76.91,88,21,4.56,PG,1700332474
480,babayurt,43.6002,46.7789,52.57,86,95,16.04,RU,1700332474
481,utiel,39.5667,-1.2,55.54,60,42,2.57,ES,1700332475
482,talikota,16.4833,76.3167,77.2,56,44,9.55,IN,1700332476
483,sabang,5.8933,95.3214,82.29,81,100,17.4,ID,1700332477
484,xiongzhou,25.1167,114.3,50.04,69,61,0.63,CN,1700332477
485,deschutes river woods,43.9915,-121.3584,47.79,69,40,4.0,US,1700332478
486,retreat,38.8245,-85.8533,54.95,47,0,5.01,US,1700332479
487,filey,54.21,-0.2892,55.08,87,100,5.01,GB,1700332480
488,sassandra,4.95,-6.0833,78.3,86,9,3.76,CI,1700332481
489,palpa,-14.5336,-75.1856,87.35,33,2,14.43,PE,1700332481
490,rangkasbitung,-6.3591,106.2494,76.48,88,10,3.78,ID,1700332483
491,moyale,3.5167,39.0584,67.87,90,100,3.22,KE,1700332483
492,novopavlovsk,43.9622,43.6342,42.21,77,100,10.47,RU,1700332484
493,namibe,-15.1961,12.1522,74.89,77,91,5.44,AO,1700332485
494,nouadhibou,20.931,-17.0347,84.18,28,0,11.5,MR,1700332486
495,sitka,57.0531,-135.33,40.89,70,100,5.75,US,1700332487
496,shimoda,34.6667,138.95,46.11,80,3,26.62,JP,1700332487
497,labytnangi,66.6572,66.4183,-10.7,95,44,4.74,RU,1700332488
498,gadzhiyevo,69.2551,33.3362,17.33,87,54,8.81,RU,1700332489
499,santiago de cao,-7.9589,-79.2392,69.93,78,99,11.5,PE,1700332287
500,tofol,5.3248,163.0078,82.87,78,19,10.83,FM,1700332491
501,talcahuano,-36.7167,-73.1167,58.68,67,75,11.5,CL,1700332341
502,alofi,-19.0595,-169.9187,78.69,78,17,8.05,NU,1700332492
503,wynyard,-41.0,145.7167,50.7,82,100,4.21,AU,1700332493
504,hovd,48.0056,91.6419,24.19,83,37,0.78,MN,1700332494
505,patong,7.8961,98.2966,78.94,80,95,13.42,TH,1700332494
506,yuzhno-kurilsk,44.0306,145.8556,48.38,74,100,10.47,RU,1700332335
507,mead,47.7674,-117.3549,40.98,82,40,0.0,US,1700332496
508,whitby,54.4877,-0.615,55.31,91,100,3.0,GB,1700332496
509,harper,4.375,-7.7169,79.56,84,3,4.81,LR,1700332497
510,seka,17.9285,103.9552,58.87,77,14,3.4,TH,1700332498
511,tamandare,-8.7597,-35.1047,83.37,62,17,11.39,BR,1700332499
512,dunda,-8.1167,34.25,72.27,69,19,5.73,TZ,1700332499
513,taitung city,22.7583,121.1444,62.53,72,13,8.37,TW,1700332500
514,laminusa,5.5549,120.9136,82.94,74,79,0.16,PH,1700332501
515,alice,27.7523,-98.0697,75.09,60,75,8.05,US,1700332502
516,tabuk,17.4189,121.4443,69.03,88,100,5.77,PH,1700332504
517,itupiranga,-5.1347,-49.3267,93.52,41,100,4.38,BR,1700332504
518,coro,11.4045,-69.6734,86.38,71,100,5.39,VE,1700332505
519,avallon,47.4833,3.9,51.78,83,100,13.11,FR,1700332506
520,al mahwit,15.4701,43.5448,61.77,77,40,0.96,YE,1700332507
521,kyzyl-suu,42.3414,78.0056,42.06,47,100,5.77,KG,1700332507
522,nishinoomote,30.7333,131.0,61.7,58,100,19.89,JP,1700332508
523,sal rei,16.1833,-22.9167,82.6,61,0,12.66,CV,1700332509
524,ciudad sabinas hidalgo,26.5,-100.1667,75.33,63,33,4.63,MX,1700332510
525,mammoth lakes,37.6485,-118.9721,39.25,83,100,0.0,US,1700332510
526,itaocara,-21.6692,-42.0761,104.14,28,96,4.14,BR,1700332511
527,vila velha,-20.3297,-40.2925,87.75,74,0,24.16,BR,1700332406
528,kimbe,-5.5502,150.1429,75.47,88,2,4.18,PG,1700332513
529,tual,-5.6667,132.75,82.02,69,59,3.98,ID,1700332513
530,dakhla,23.6848,-15.958,75.22,50,0,16.11,EH,1700332514
531,ejutla de crespo,16.5667,-96.7333,77.95,32,0,3.0,MX,1700332515
532,wellington,-41.2866,174.7756,58.06,96,100,8.05,NZ,1700332516
533,arraial do cabo,-22.9661,-42.0278,94.96,66,0,19.57,BR,1700332517
534,balkanabat,39.5108,54.3671,57.69,49,0,9.82,TM,1700332518
535,buchanan,5.8808,-10.0467,79.79,82,75,5.59,LR,1700332519
536,bikenibeu village,1.3673,173.1241,82.36,89,75,4.61,KI,1700332520
537,as sulayyil,20.4607,45.5779,79.05,47,8,13.65,SA,1700332520
538,stolbovaya,55.2528,37.4853,22.44,69,0,2.46,RU,1700332521
539,upper sandusky,40.8273,-83.2813,46.29,40,0,8.77,US,1700332522
540,el calafate,-50.3408,-72.2768,48.9,47,41,14.99,AR,1700332315
541,aioun,16.6614,-9.6149,88.09,15,7,11.27,MR,1700332524
542,nguigmi,14.2495,13.1092,79.0,22,99,13.2,NE,1700332524
543,yur'yevets,57.3201,43.1041,23.29,63,0,10.16,RU,1700332524
544,bamboo flat,11.7,92.7167,78.89,89,75,9.22,IN,1700332526
545,reszel,54.0504,21.1458,28.76,82,11,2.68,PL,1700332527
546,los fresnos,26.0717,-97.4764,80.02,70,40,4.61,US,1700332468
547,point pedro,9.8167,80.2333,80.29,84,100,7.58,LK,1700332528
548,kyabe,9.4515,18.9449,84.63,35,98,2.98,TD,1700332529
549,dryden,49.7833,-92.7503,35.89,75,75,5.75,CA,1700332531
550,newport,51.5877,-2.9984,57.45,88,100,25.21,GB,1700332295
551,kone,-21.0595,164.8658,71.76,81,0,3.69,NC,1700332263
552,toma,12.7667,-2.8833,85.78,24,100,9.19,BF,1700332533
553,ji'an,27.1172,114.9793,51.67,70,72,1.77,CN,1700332534
554,al ghayzah,16.2079,52.176,79.41,78,33,7.11,YE,1700332534
555,arar,30.9753,41.0381,66.22,59,0,9.22,SA,1700332535
556,nemsova,48.967,18.1189,39.54,83,99,5.41,SK,1700332536
557,matoury,4.8483,-52.3317,85.96,74,75,13.8,GF,1700332537
558,gamba,-2.65,10.0,78.62,90,100,6.38,GA,1700332538
559,mezhdurechenskiy,59.6,65.9333,11.19,93,11,6.15,RU,1700332539
560,kamenka,51.3223,42.7678,27.27,77,65,7.81,RU,1700332540
561,kinna,57.5073,12.6946,30.43,85,74,5.1,SE,1700332541
562,mount pleasant,32.7941,-79.8626,78.1,67,20,9.22,US,1700332229
